JobTitle,Company,Location,Salary,PostDate,Summary,JobUrl
Software Developer 2,Intuit,"Edmonton, AB",,19 days ago,"Overview The Intuit Search Team is growing, and we need you. The world runs on search. Everyday people ask, ""Who can help me?"" ""What are my opportunities?"" …",https://ca.indeed.com/rc/clk?jk=165b291dd7520fd1&fccid=9784ae78e9834539&vjs=3
Data Scientist/Machine Learning Engineer,Staffinity Inc.,"North York, ON","$80,000 - $120,000 a year",30+ days ago,"About Staffinity Inc. We are your trusted bilingual recruiting, short and long-term staffing service provider. Our primary goal has been matching sought…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CfidxgvsSOnPgRcuHcp_ZXLpK83cx41tXvyy8bMUcmwxfKtp3eeTjdnmB8rFe2NV7IzqC9ciaPnXJHOvrkWxBujZBF08WvgIWOdU_3-ZWo9CkctHl-wXsn5TgxZKTRjsXLNFf8e4i6OrH4RhlxXPffbwYBvqr5Y3dtPqOT9ODlzPpYObDWk51LHjsu2QqSDroIsVTbi8VhXvfdjondSvAHV7TdZxEGMgd3qAkdRw5p_qnKm26Y8xIEyqcX4LNaTj_KKIa2s7Prvdq89EEM3ItsTHqdp1-ZJs5xbIDwl83yXThFdNRimofRv4PEnmo-fHcHtLkD6gHOa5P76sHrIe3e40svtKETDkUj58fuZKI1YhHSAYRMIl_TduTSl-7JreUvkaL5Sltj3hR5I9AieiFqn2eipfTUdNlWZv5KS_a-WltPGruAMF98hqFjy27C0Ib52K-39MPAvDZ8f3033M1AmsU5rl-7ld_mhKxuKHD121j_OhgSNXqR&p=12&fvj=1&vjs=3
Assembly Team Employees,SureShot Solutions,"Lower Sackville, NS","$28,000 - $34,000 a year",30+ days ago,"Assembly Team Employees SureShot Solutions® is a local company that designs, engineers, manufactures, and markets dispensers for beverages and beverage…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B9GOUHqc0oFV7WcnCTZ0Lcr9AcKfWVAk7HfZYJ26vbFgAI4xkMSiCpeStQvrPsVPhwJm-jURr7J_s-noa-YaPrrmpiiiQWwchYInHlErL6s-drciZlWoocGLIMqMUB7MSn8Y6_uHcRMO_28C_Kx5G_rXBP4iUJMcVqjqKdz7lcIlXKEPE2xTaq5T4qWb2Zv7KiKLqdZ5Tbxp9pKmzRgdYR7UZAp29ULHGJdtOn69PItZjEY0d47tCoEWyvpgg_7pDAFBBFwp5GT2l0I9wPgF_SBBWHMg0OGW8N3B3RAp-AKEAmOvMniIT9RPgpLoUn0yqMieDRWoBFtjA6BnZjCwfwzKxYhO83M0uyFzciEN7bi0JlomeiV3JH39bXppsmmYhmr5dChszia7qibeis2TveKcbhcuEpLr6JtkrUC6ZJOVrKZp98iuEYzdBXu99M-LcLArz9Kc-X3h_hB6h_jZ9Y&p=13&fvj=1&vjs=3
Engineering Team Lead,Wave,"Toronto, ON",,23 days ago,"We believe small businesses are at the heart of our communities, and championing them is worth fighting for. We empower small business owners to manage their…",https://ca.indeed.com/rc/clk?jk=2614ad530e3a2065&fccid=843063962baaa318&vjs=3
Azure Data Engineer,Capgemini,"Brampton, ON",,3 days ago,"Experience - 6 ot 8 Years.
Work closely with client technical heads, business heads, and business analysts to understand and document business and technical…",https://ca.indeed.com/rc/clk?jk=92e1d3cb05eebaa4&fccid=105ecfd0283f415f&vjs=3
Production Scientist - Antigens,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=968434246f8ebf08&fccid=1a2f25b5dfcb693f&vjs=3
Senior Research Scientist – Antibody Expression,AbCellera,"Vancouver, BC",,11 days ago,"At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=e4fe09b9e806caf4&fccid=1a2f25b5dfcb693f&vjs=3
Senior Software Engineer - Machine Learning,realtor.com,"Vancouver, BC",,30+ days ago,"Collaborate closely with data scientists, product managers and other cross-functional teams.
Build end-points, pipelines and supporting infrastructure to…",https://ca.indeed.com/rc/clk?jk=f98cf364888ec4f1&fccid=1c8655b948495cbc&vjs=3
"Director, Data Usability and Ethics",Xero,"Toronto, ON",,30+ days ago,"You have a deep understanding of the regulatory frameworks and societal expectations around data use and machine-driven decisions, and you know how to translate…",https://ca.indeed.com/rc/clk?jk=717cdfcb0cfcd78e&fccid=939f734123daf0a9&vjs=3
Senior Machine Learning Engineering Manager,Brainmaven Corp,"Toronto, ON","$150,000 - $190,000 a year",30+ days ago,"Lead a team of machine learning engineers, machine learning researchers, and data scientists in delivering high impact machine learning solutions.",https://ca.indeed.com/rc/clk?jk=5adac9278fcccc89&fccid=37925ba97bc3c7be&vjs=3
Physical Design Intern - Spring 2021,NVIDIA,Canada,,30+ days ago,"As a member of the team, you will participate in the efforts in establishing CAD and physical design methodologies (flow and tools development) as well as…",https://ca.indeed.com/rc/clk?jk=91e34f727ea9e02e&fccid=c267f29f0f85e8b8&vjs=3
Data Engineer/Python Developer,Provectus,Remote,,26 days ago,"A background in development with practical experience in Python for at least 3 years;
Meaningful experience in extracting and loading data from multiple…",https://ca.indeed.com/company/Provectus/jobs/Data-Engineer-Python-Developer-888794eba768f09a?fccid=a7b2198f1088918d&vjs=3
Algorithm Engineer,Magna International Inc.,"Brampton, ON",,20 days ago,"Education/Experience PhD or Master’s in computer vision, machine learning, robotics, image/signal processing, mathematics or statistics 5-10 years related…",https://ca.indeed.com/rc/clk?jk=43b0653ccbc44b29&fccid=254ad00cf333484f&vjs=3
Applied Scientist - Trust and Safety (Remote),Yelp,"Toronto, ON",,30+ days ago,"Experience with machine learning algorithms and statistical modeling.
You will set up robust statistical experiments to characterize user behaviour, assess our…",https://ca.indeed.com/rc/clk?jk=ff37fe835636de04&fccid=0e94073a1c937bd1&vjs=3
Control Systems Engineer,LJ Welding Automation,"Edmonton, AB",$25 - $32 an hour,30+ days ago,"Continuous learning of new technologies as required.
Design and execute test plans/procedures to verify reliability and machine safety.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BrR72ypQWPMkSJ6mC1zfTkou_WR4Pew-xVx6qXc8muo9Tdf3cmt2ZyjKlqJdTiz4rDNdcO1IJQ_0-yHxfihXmUyaZRWUBsDpZ4LpQx_70633P-gNQjCxjiWBaZsrbJr4Qm2UPqvtIch_1BpWxsBre5e0GiN0EI7n3Vn8Gm4-Y1c2XhefDsbfzen67pJKdGkV2g-6ugTV6ZGUHnakkY7qrxrJa1Ibnxn_LM2G09o3sieZdKCRGsnnEU7QCfX5QpvoTBfNFbDYztD9qAYDn0fukTHdpJYy3fPLnKZC98Dgi94-R_bl7AJm4INhuWHk0KckQ_8_8F65L68ZwDg2F0I1Ut85nrrMke4fiv39_amrJ6IrlmtSGOSSXjwjwllniK5X8sRPAV9t4VkvjlZItpu6e8jfkplF_0Cpwqd5x7s5EFifiqdsWes0wLO_sEmm1u7_BiZRf_RMFm8DPCt5pWxY_KcC8_uJIu2vo=&p=10&fvj=1&vjs=3
Intern – Data Engineer,Rio Tinto,"Montréal, QC",,3 days ago,"Data Science and Data Engineering roles have diverse, multi-industry backgrounds and comprehensive skills in the fields of data modelling, engineering, and…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BRuIYpQVIGPNIsttW2YIHiaz2TcgBIwKXfnGtrqPJexB9VJZ65bEzBC1e8fUx6XIAgH0WT8WU1TMXLnhl6yDIdDfKziULFIbvqDkd9Hxxhxj9x4ieMDi7Z58xVyYcVq28wlW5ZMESvWVBldhUYfiRNDPpsK9c1zafXF_f_U6QRgCBfFiVA5zxXu0i5fqZbUv6rINba5P8f9ioL4-_RHxnvEIH7Zm4ytdk0_EJuEBjZ41dky3FFEB97dmgKWbZLfb9DkspU0niAarjk6dtFLIaz0O3GF7WB5LHbQ3z2IYuF0p9NKznMPy63m-ce9u40N9yD_39XDjkkM2oAnl25l-_eWk8jpW8BBwZsD7OKbfrBDM8LI3nSwqLUpOQD89Aj3GNvCg-6MB2SB1PTnB35b5DFhoy7Auxn9AHAAMolqjREWxVdV9boS95NscEqOQ5E5glbTQP5wk4n_2RfAO6HDF8PJ43G3M3gpwW-r4QSngjb507N6Q1fb6wK1CK_35aGfx8AUX0Xsg85wQ==&p=11&fvj=0&vjs=3
"Research Engineer, Vision",Facebook,"Montréal, QC",,30+ days ago,"Experience developing machine learning algorithms or machine learning infrastructure in Python or C/C++.
Experience building systems based on machine learning …",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_1G4MOf4l_p8Xwb6gxqXskJGh74Fij0qpfj-k8BoCzOUq538c_CUqIyBJX8RHXUxw_4qBwvAY47rzXNbpjBhCnIbDTNQAZDL88pYUtX_rpOXVXYuAPnp17jG-iB6l_w2yxmluGBqEYkV4J5zJqm5QvEjU6yoD9fhUXuBtOEP8iRVl7FS4OVJANdOOChXexnowlmlevSbV35iYByHlyVoQy3ab-_EQyqxFyL1H6Kdzt8VweU-INqDx95f-DzIwumbv8asYEitn4sbSeCaK_Q0ookTSEkjw3WGeG8yviXovzjTeElrvHbr3GLuR5RCVMApIydpPWQzFhLHv5JFf3VxbQlAOjLxQQyqL8hhZ4srOWPIzf4uvm7nfkP9hHtMlOJsUkE6dXYumpaag5-SkA_DcGD_jdK-U8N-ovNJydcu4wzLtidw0Q0nccg91SGd6UAuBuPfNuFNLx72SO4LUbFW4xAcfyo-QrRriP3_sSh9XDgAHKbQMEDVK6Pmm83laKtF4i7SnTim6Y1O0dz3Z1662A5EImWQB6a8m4D2GP538sQ0kC-CkGhIX_6Ik8pq1FWXNnv28xSLDQinNCTrZEvI8RaqRraPXrfSRHSyGIoIVuTlGS3pdPoCKRhz_jdCDotnk0lxrkjYylu_3kjtCHANnCWc4cjrikvOT9MTNbhTZ3x-wbbfbbYrsIv1Je-45mOYtBceKhBeW95MGGuarGhUHyf97moml30UMzLxyTRH2QN--guM5NOAaqLa7RCKp5uw12IXtDpadqsD61a29ryCrx0i8Y4nMP6_Kv2SYKlA28FYiejOX4z6HXXZiKGK0ww2iXeGe_wna-S3sAdydDq524xJiwGuYF_57u3ysvU13_W8M48151-iplQf2mELZ60uVukqVFq5asPD1YI0EiiQ4qpySN11BViJ3QugUmZ7xqyvCWJeGTiql0gczVERagUhibWgUe10SSa7Nnntogu0NPot8kIDWXBDWqrNKDyShJleY3sUBqllFVxZ7zijCS1xB5NaOPIlZFgk8h2cPynRPKT4UaD3GihAohgcpwZVPy-kepibV9GFDnTpy-kdOm4YGePKNPBqa-gaqCgY62q36EDuF8g3Pqbo=&p=12&fvj=0&vjs=3
"Machine Learning Engineer (Canada, Remote)",Diligen,"Toronto, ON","$74,062 - $188,358 a year",2 days ago,"Experience in machine learning techniques for reliable content extraction.
3+ years of professional or academic experience in machine learning.",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ajxt_x7qGi4ZTtRN9eg7VEu5IpluJ9NFdX8kiRxuuTAecZpS_szB4MQa_v_oHs2IlJ-yJppc0mP_CkZL8-AFAvl-cnO3hKdagaEynuKomPc53yiy6_kQQX7iOuNk_n6a8oajYC2qEyvFFWMUxTImEnKBGw36lY2jWpxnYcrABTFwZ52q3osgReuPr3XVjbPTigEG9n9OsyIYVVVOpi2GbOkqIC5vdIHjToIVrfLs7x0UrtR0QRiMCmbc2ni5xqDa4dHBKNUPtTa76uIe3z8rmSwmEQ4jeIJNwOGbFnh_mURp5NUBfyXcwMXYlXzBQkjglBRtzqbtEZV2-5A-iyXll3anq5Q-3YUZ_wjcytH53LGK2YGoi9nbt0RZGH9pfKPQszWVc3aZrjXU4IBS3SeaB-ApsfpIPjY6ssQqtQQjO9ss58oZv9fV1kYTL6sJKQxF68LmykcYEIenhaDDrbpHslHF_VCGPSI5UXzNtTyMTqxyn7gIRNGyt0&p=13&fvj=1&vjs=3
Mechanical Designer,WeighPack Systems Inc,"Saint-Laurent, QC",,30+ days ago,"Experience in pneumatic, automation & machine design.
We are seeking a talented Mechanical Designer who will work as part of the design team, collaborate with…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCDXbw9Ti48nSThmiJLy5q-dSz8kOJT48Q9-w9YMSgU_CcbOJXSaDDT5780g4sqHWC33WNUsgPvELNPfaGs1SYFNOjndH1LrF6AdD38bDiqt16zdGzKV5PFdN0OZeUmF1Rl1rc7RulbEWl9VEdMoHw2AWemqOSljS31d6yRFgIl9GvjGRFu6L5Nba0CbjmqbV7Cv-wgWi4j9HIcXKNHasw4hE06-hUItYrQhKrMERjVmj2yzAQeOmClxfIRyL48Wn5sGS6-LdIbim_T18RPgoJH93Llfqi6tYucO-W5HsYZ0XlDAvcR4zLIkf8GXsyLN3_R0FPWKZKQZzehO_zLv8FWSYqMrK5OXP7d1jyhUK9rbM_HoSsSW1ctA2XTOXO3HgnNyt_afcJqzBAM_gCacpSXo7YucDtuJ1A8zf-TARDcUfmXxeXBdgZcVWt_b6VrmUOrrXG-ANI7ztcU_HzFh32YhcWmQdXvyaraswSMQDCGlPqy6VdTdzkWoQcjxYO9i_63Jqwz-0JoDyAMN0PXY0dpUFSI-JbT3iGT2yJPqwrgT_L26vn6uzbkY6fDSooj7Cqa6kZ4lG23c4fls4MiOP39tMOAWZmyHCDXJnZAmA9mKJjJ5Xe5o2E5kGcLKGjD-AJ0a5jDzTagI61-oQGklPv4Yrcoo09agbEJzGywWfGJ7m1idZ295OXpbjyWkmXqjoOK7ZFof_TMXXvge4-Vqmj&p=14&fvj=0&vjs=3
Machine Learning Engineer,Boast Capital,"Montréal, QC",,3 days ago,"Fullstack development of AI features and applications in various areas of the Boast.
Identify appropriate models to be used and improve model accuracy for the…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AmU_6Ck02_vvL6KV9wtnJ-CwUT9JezEHjmUrnh2V-rVbMzR6eF5eAuxg283_suoDSCw3sQyOKtfdsFe82UMrL5WYzM8X7EqqW5IGJ6qZaJw-1DK3eiVa60dnH7dg94AwOzKRqnBZbtCvt56wneU605R8cUy2U79H_8uXa56Qweh043JT2YaQVc6tkdlq7eJmJIE7alNRuwia71avQ6LVKZnFw2lsXAqNXrWgubwRQLY8eMpxHA4Dz9qRH8zST8o-i8bz1qikhiiXsq-dKe4tw7WH-Rrb45rHsoRy1hpq-KkGCVdZ1jtpidAcwLVJfsLaqMFr2VAwWuQ5Sai5cKVJCh-CRRSMDsrLiN3W1sAcjh_4IntMhQunWEwe1piXeKun07uZPYO7Frtt1GWc_ZzTn6YkFvL8ZjF0JVh6rGwlt2W44qstWBs6UnP2E1C4hXM46oXs9wyb0g5l2Zr4WOtWPq4z4GZZXWrq7xiSFRK_RtHglU_LJ9z-zR&p=15&fvj=0&vjs=3
Senior Machine Learning Engineer - InSight - OPS,Iron Mountain,Remote,,13 days ago,"The ML engineer works closely with multiple internal Iron Mountain teams to develop tech driven implementation solutions, create/enhance tools for performance…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BSVR9pnHv7AMT6pP8OlXORl0H6Qt8z8pLsQHIKubnox-6fJqxU-qMhmvruir5Vd9SMhkR8ENXiBaELM5hndMGeHGPXRwuNcrv4T9nSr9QFKrxJHU5S5KQ8Y3uIBZlHtbC5CLfR80nYdmvP-mHhopvKUhrIdqTPSUuXBBW4VvQdpy36dJMVZ31eqvVlR0W84b_ZXWKfTc7kZ0jPniiKWDmvxYibbk4ja1FSn958gv1Sg2zRiVUIelDT7BYnJarkPLa8iUBJzZwiVCa_e6G9rSBeznCRbPjHh3V6uDJiU0Ftpf5VI1aVb9nUwybAgx06AC371fVnbgg2xiJLaNuwTsclYdea9EI1qZo0QSsjYIoW6xv-ni4iL0hNkU0lzLocwBiJRLIb1qaYs5jDpa_uxJzCy-X9bA-U7lYji9fZUYPHuwCEvCDraxyocvPXjFbEnM_W7qqAy90xWOu1fbcWNmIwzDxwfas3hV47gLqHIkSoHwnznrUVZOc_ZoT9-5m1t9c=&p=16&fvj=1&vjs=3
"Director, Data Usability and Ethics",Xero,"Toronto, ON",,30+ days ago,"You have a deep understanding of the regulatory frameworks and societal expectations around data use and machine-driven decisions, and you know how to translate…",https://ca.indeed.com/rc/clk?jk=717cdfcb0cfcd78e&fccid=939f734123daf0a9&vjs=3
"Research Intern, Multi-Modal Face Tracking (PhD)",Facebook,"Vancouver, BC",,30+ days ago,"The ideal candidate is pursuing a PhD in computer vision or machine learning research fields, and is passionate about exploring and applying multi-modality…",https://ca.indeed.com/rc/clk?jk=e00ea45bbe869809&fccid=1639254ea84748b5&vjs=3
Python Software Engineer,Capgemini,"Markham, ON",,30+ days ago,"Investigate, create, and implement the solutions for existing technical challenges, including building/enhancing the Security related functionality.",https://ca.indeed.com/rc/clk?jk=6b63eb3906e0e785&fccid=105ecfd0283f415f&vjs=3
Sr. Analytics Engineer,ACV Auctions,"Toronto, ON",,30+ days ago,"The primary customers of the Data team are other internal teams within ACV, whose business objectives and KPIs guide the way we understand problems and evaluate…",https://ca.indeed.com/rc/clk?jk=571a134bfa068247&fccid=6867c53ddcaa8459&vjs=3
QA Engineer,Mi9 Retail,"Toronto, ON",,30+ days ago,"Mi9 cloud-based solutions incorporate the latest innovations in AI and machine learning to boost system intelligence, automate manual routines, and deliver…",https://ca.indeed.com/rc/clk?jk=6605c90770a576be&fccid=6d156186a999dc9e&vjs=3
Senior Security Researcher,Microsoft,"Vancouver, BC",,30+ days ago,"Experience in machine learning and statistics is a bonus but not required.
Coding end-to-end automation, rule-based, statistical, or machine learning pipelines…",https://ca.indeed.com/rc/clk?jk=32424da40364b1c4&fccid=734cb5a01ee60f80&vjs=3
Senior Data Scientist,Microsoft,"Vancouver, BC",,30+ days ago,"Hands-on 3+ years of experience on machine learning, text analysis, data mining, and NLP.
Work with engineers in different feature areas to deliver the success…",https://ca.indeed.com/rc/clk?jk=3acb4eae91db5436&fccid=734cb5a01ee60f80&vjs=3
"Software Engineer, Backend",Fathom,"Toronto, ON",,30+ days ago,"Know-how of developing systems to do or support machine learning, including experience working with NLP toolkits like Stanford CoreNLP, OpenNLP, and/or Python's…",https://ca.indeed.com/rc/clk?jk=08bb632a63972844&fccid=292ac9c0130b47e0&vjs=3
Animation R&D Programmer (All Levels),Rockstar Games,"Oakville, ON",,18 days ago,Rockstar is currently seeking an Animation Programmer with an interest in researching Computer Vision and Machine Learning.,https://ca.indeed.com/rc/clk?jk=a44c1ee444c72558&fccid=5549c6b9723b4956&vjs=3
FRL Research Software Engineer,Facebook,"Toronto, ON",,30+ days ago,"In our collaborative environment, you’ll partner with expert research scientists, hardware engineers and software developers to build groundbreaking prototypes…",https://ca.indeed.com/rc/clk?jk=f786d559db000d74&fccid=1639254ea84748b5&vjs=3
Back End Developer,Olive Technologies,"Vancouver, BC","$65,000 - $70,000 a year",5 days ago,"You have an interest in machine learning and making sense of complex datasets.
Be a key member of our product development team, working with engineers,…",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D5yCCP74_DCsCU_hv8BnfFPjAVN28FIgPJe8S6DhfuLnClWEDiGeNVHA1BX9-43vKNu7etoqoWgOWb5JZx0SaqSQmI1u-jrt-bYiX6fvtcki-_s9yWgGnP3h1IqDqygW0pPbXxVsFgFBEvnP08rg8bndflzprEe9LVYNI1w-c3ZmjslhqqQfG-3h_C6nDa7t2YiNIWkjEsKFPdLDmgtinFT8ZmzC6PZpAJjLxUdoQNgGj5N_55D-q1_sUPG1KWYRe_qUhOPA-MJIQom1VQa-iJazzC4sauWsz6UgjQiik3PA0BkSkP6NJSoHInu1vUzU4fM-M7Fl1u0NeI4gPwrKErkYqPqub3nY7Dw8hDdGf9BmeypeB66M-8QjgeBQHVpdFsm_CU7wyZ5SU0OCGGX_gKXSu7x-B8_CxTG3TN0axMspUQ6_2tDVbv8jXksiJ7g5-yHbdiyr25lCkuS80AaikCoo49OlYq1u8=&p=10&fvj=1&vjs=3
Software Engineer,Labatt Breweries of Canada,"Toronto, ON",,12 days ago,"Experience in designing user experiences and building data driven machine learning systems.
Some of the services are asynchronous batch processes supporting off…",https://ca.indeed.com/rc/clk?jk=be6b4a87bd013698&fccid=f7045795da27e66f&vjs=3
"Data Engineer, Privacy - 6 Month Contract",Pelmorex Corp,"Oakville, ON",,9 days ago,"Master’s Degree or equivalent in computer science / software engineering, preferably focused on data mining, machine learning, or related quantitative fields;",https://ca.indeed.com/rc/clk?jk=dd323b5a9aeae654&fccid=b2d4328e43e833e5&vjs=3
Staff Software Engineer,Circle,British Columbia,,1 day ago,"Expert in one of the domains of API design, payments processing, risk/fraud detection, data engineering, machine learning, or blockchains.",https://ca.indeed.com/rc/clk?jk=62d208074623abe8&fccid=4ad12104a44e9eb6&vjs=3
Computer Vision Software Engineer,Bluewrist,"Markham, ON",,30+ days ago,"Design, deploy and maintain standalone industrial machine vision and point-cloud processing applications.
Develop and maintain point cloud and image processing…",https://ca.indeed.com/rc/clk?jk=496498d97dd12a68&fccid=3926f69b7b877601&vjs=3
Project Manager,Willowglen Systems Inc.,"Edmonton, AB",,30+ days ago,"The technical project manager will have responsibility of projects from start to finish, engage closely with development teams, and be the prime customer…",https://ca.indeed.com/rc/clk?jk=c5c45231d39c3276&fccid=a7118d632cb08aa0&vjs=3
Research Intern - Mobile Vision (PhD),Facebook,"Toronto, ON",,30+ days ago,"Experience in machine learning and optimization.
Experience building systems based on machine learning and/or deep learning methods.",https://ca.indeed.com/rc/clk?jk=e47dd9295ba3e231&fccid=1639254ea84748b5&vjs=3
Program Manager (CS Rep),Acerta Analytics Solutions Inc,"Kitchener, ON",,30+ days ago,Acerta’s machine learning platforms leverage automotive assembly and vehicle data to detect the earliest indicators of future product failures.,https://ca.indeed.com/rc/clk?jk=2361308008be89e6&fccid=60243b7c439e1cdd&vjs=3
Sr Cloud Big Data Engineer - Canada,Northbay,Canada,,4 days ago,"We are an AWS advanced consulting partner certified in big data, public sector, mobile, machine learning, DevOps and education competencies.",https://ca.indeed.com/rc/clk?jk=9c97bef78c95c650&fccid=3d174edfc3d366fb&vjs=3
Junior Software Developer,C-CORE,"Ottawa, ON",,12 days ago,We are seeking a junior software developer to join our Ottawa team and provide software development support to existing projects and ongoing R&D activities.,https://ca.indeed.com/company/C--CORE/jobs/Junior-Software-Developer-a26f82e023fb1dac?fccid=becbe1470958f2f9&vjs=3
Senior Backend Engineer,Replicant,"Toronto, ON",,26 days ago,"Work on interesting challenges - not many of the problems we encounter have frameworks or well-defined solutions.
Speech to Text and/or Text to Speech.",https://ca.indeed.com/company/Replicant/jobs/Senior-Backend-Engineer-71de78a168f5f1c5?fccid=990213ee69a2b385&vjs=3
Senior Android Engineer,Credit Sesame,"Toronto, ON",,30+ days ago,"Perform code reviews alongside senior engineers, collaborating to nail the best software design decisions and code quality;",https://ca.indeed.com/rc/clk?jk=2f51bf3f4b8cdc47&fccid=6374759aed463ee1&vjs=3
"Manager, Data Engineering (Remote Option)",Clio,"Burnaby, BC",,30+ days ago,"Prior experience with machine learning and data analytics.
As a Manager of Data Engineering you and your team will build our data pipelines, transforms, and…",https://ca.indeed.com/rc/clk?jk=bd132b007111138f&fccid=e7bbb966485accbf&vjs=3
Epidemiologist - Predictive Modeling Specialist,BlueDot Inc.,"Toronto, ON",,23 days ago,"Experience using data science methods for prediction and forecasting (e.g., machine learning, data mining, neural networks, etc.).",https://ca.indeed.com/rc/clk?jk=5473770cfc4f0144&fccid=b32695eb4d0776a6&vjs=3
Scrum Master,Intact,"Montréal, QC",,30+ days ago,"Scrum Master certification is an asset as well as knowledge of Machine learning concept.
Interested in artificial intelligence, able to interact with software…",https://ca.indeed.com/rc/clk?jk=29d0e381733906b7&fccid=be7195d2ebb48351&vjs=3
